store_id,chain,comp_owned,state,region,NJShore,num_callbacks,num_ft_employees,num_pt_employees,num_managers,starting_wage,months_to_first_raise,first_raise_amt,bonus,pct_affected,employee_benefit,opening_hour,hours_open,price_soda,price_fries,price_entree,num_registers,num_reg_11am,type_2nd_intvw,status_2nd_intvw,date_2nd_intvw,num_callbacks_2,num_ft_employees_2,num_pt_employees_2,num_managers_2,starting_wage_2,months_to_first_raise_2,first_raise_amt_2,special,employee_benefit_2,opening_hour_2,hours_open_2,price_soda_2,price_fries_2,price_entree_2,num_registers_2,num_reg_11am_2
62,Wendys,1,PA,Southeastern PA,0,2,0,31,5,5,26,0.07,0,45,reduced price meals,10,12,0.87,0.77,0.95,2,2,phone,completed,4/4/75,NA,NA,NA,NA,NA,26,NA,0,reduced price meals,10,12,NA,0.84,1.79,3,3
260,Burger King,1,NJ,Southern NJ,0,2,10,20,4,4.25,4,0.17,1,100,reduced price meals,7,16,1.06,0.93,0.88,4,2,phone,completed,11/20/73,NA,4,26,5,5.05,8,0.28,0,reduced price meals,7,16,1.09,0.94,0.93,3,3
178,KFC,1,NJ,Northern NJ,1,0,13,12,3,4.25,52,0.2,1,96,free meals,11,10,0.91,0.85,2.34,3,2,phone,completed,6/7/74,NA,1,10,3,5.05,26,0.25,1,free meals,11,10.5,1.01,0.94,2.64,3,2
23,Burger King,0,NJ,Northern NJ,0,2,0,25,3,4.5,26,0.12,0,75,reduced price meals,7,16,1.06,0.95,0.95,3,2,phone,completed,1/29/76,1,14,14,3,5.05,NA,NA,0,free meals,6.5,16.5,1.05,0.94,0.94,3,2
16,Roy Rogers,0,NJ,Central NJ,0,0,6,22,4,4.5,13,0.25,0,50,reduced price meals,6,17,1,1,NA,5,5,phone,completed,10/16/72,NA,7,17,3,5.05,19,0.25,0,reduced price meals,6,17,1.05,1.01,0.94,5,5
158,KFC,0,NJ,Northern NJ,0,1,2,7,3,4.5,4,0.12,0,55,free meals,11,10,0.92,0.7,2.34,3,3,phone,completed,6/8/74,NA,3,4,4,5.05,13,0.25,0,free meals,11,11.5,0.95,0.94,2.49,3,2
417,Burger King,1,NJ,Northern NJ,0,0,4,28,3,4.25,13,0.2,1,90,reduced price meals,7,16,1.05,0.94,1.07,4,4,phone,completed,11/20/73,NA,13,17,4,5.05,26,0.15,1,free and reduced price meals,7,16,1.11,1.09,1,3,2
449,Burger King,0,PA,Northeastern PA,0,2,0,25,3,4.87,3.5,NA,0,3,reduced price meals,6,18,NA,NA,NA,4,4,phone,completed,5/4/73,NA,15,15,5,5,52,0.25,0,reduced price meals,6,18,0.97,0.84,0.73,3,3
164,Roy Rogers,1,NJ,Northern NJ,0,0,4,30,4,5,26,0.1,0,3,reduced price meals,5,19,1.12,1.02,1.06,5,3,phone,completed,9/16/74,NA,5,15,3,5.05,52,0.15,0,reduced price meals,6,17,1.11,1.06,1.05,5,3
217,KFC,1,NJ,Southern NJ,0,0,2,13,2,4.25,13,0.17,0,73,free meals,11,10,0.95,0.74,2.19,4,3,phone,completed,6/8/74,NA,0,12,3,5.05,26,0.2,0,free meals,10.5,10.5,0.94,0.73,2.32,4,4
421,KFC,1,NJ,Northern NJ,0,3,20,10,8,4.62,4,0.37,0,10,reduced price meals,10.5,13,1.06,0.85,2.34,4,2,phone,completed,1/29/76,3,25,7,8,5.05,4,1,0,reduced price meals,10.5,13,1.05,0.84,2.32,4,2
422,KFC,0,NJ,Northern NJ,0,2,0,7,3,4.75,NA,0.25,0,NA,reduced price meals,10,11,1.06,0.85,2.34,4,2,phone,completed,4/4/75,2,5,10,6,5.05,NA,NA,0,free meals,11,11,1.01,0.84,2.32,4,4
234,Burger King,0,NJ,Northern NJ,0,2,0,10,3,5,26,NA,0,0,reduced price meals,7,16,1.12,NA,0.49,2,2,phone,completed,5/8/76,2,10,4,3,5.05,26,NA,0,reduced price meals,7,16,1.04,1.01,0.58,3,2
42,Burger King,0,PA,Southeastern PA,0,2,17,4,5,4.5,NA,NA,0,100,reduced price meals,6.5,16.5,0.98,0.83,0.86,3,3,phone,completed,1/29/76,1,0,22,5,4.25,26,0.25,0,reduced price meals,6.5,16.5,0.94,NA,NA,3,2
477,Burger King,0,PA,Northeastern PA,0,1,8,28,4,4.25,39,0.12,1,50,reduced price meals,6.5,16.5,0.97,0.78,0.99,3,3,phone,completed,5/4/73,NA,6,20,4,6.25,26,0.5,0,reduced price meals,6,17,0.96,0.84,0.89,3,3
128,KFC,1,NJ,Central NJ,0,3,6.5,7.5,2,5,NA,0.15,0,NA,reduced price meals,11,11,1.06,0.85,2.34,4,2,phone,completed,4/4/75,1,3,16,2,5.05,26,0.25,0,free meals,11,11,1.05,0.79,2.32,3,2
106,Burger King,0,NJ,Northern NJ,0,0,0,35,3,4.25,26,0.27,0,65,free and reduced price meals,7,16,1.06,0.95,0.95,2,1,phone,completed,2/28/74,NA,2,25,3,5.05,26,0.2,0,none,7,16,1.05,0.95,0.95,2,2
21,KFC,0,NJ,Southern NJ,0,0,5,12,3,4.45,6,0.1,0,90,reduced price meals,10.5,10.5,1.06,0.8,2.13,3,3,phone,completed,4/4/75,1,0,11,2,5.05,NA,NA,0,reduced price meals,11,10,0.94,0.94,2.43,3,3
348,Roy Rogers,1,NJ,Central NJ,0,0,3,10.5,3,4.25,13,0.2,0,75,reduced price meals,10.5,10.5,1.02,1.06,0.95,3,2,personal,closed (permanent),9/25/03,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Burger King,1,NJ,Northern NJ,0,0,2.5,30,3,4.25,52,0.15,0,90,reduced price meals,7,16,NA,NA,0.96,NA,NA,phone,completed,2/28/74,NA,5,25,5,5.05,13,0.15,0,reduced price meals,7,16,1.11,1.05,1.05,4,3
472,Burger King,0,PA,Northeastern PA,0,2,37.5,2,3,4.25,52,NA,0,80,reduced price meals,6.5,16.5,0.97,1.05,0.91,3,3,phone,completed,5/4/73,NA,8,25,3,4.9,13,0.18,0,reduced price meals,6,17,0.96,0.84,0.91,3,3
334,Burger King,0,NJ,Southern NJ,0,0,10,10,3,5,4,0.17,0,0,free and reduced price meals,9,12.5,0.91,0.91,0.91,3,3,phone,completed,11/20/73,NA,0,20,3,5.05,26,0.18,NA,free and reduced price meals,9,12.5,0.9,0.9,0.85,3,2
401,Roy Rogers,0,NJ,Northern NJ,0,0,8,6,4,4.25,13,0.17,1,18,reduced price meals,7,16,1.12,1.02,1.02,6,4,phone,completed,1/29/76,2,5,27,4,5.05,26,0.15,0,reduced price meals,6,16,1.12,1.05,1.05,6,4
233,Burger King,0,NJ,Northern NJ,0,0,19,7,3,4.65,13,0.32,0,10,reduced price meals,7,16,1.17,0.95,0.95,2,2,phone,completed,2/28/74,NA,15,7,3,5.05,26,0.25,0,reduced price meals,7,16,1.05,0.94,0.94,2,2
148,Burger King,0,NJ,Northern NJ,0,4,4.5,30,4,5.25,26,0.17,1,0,reduced price meals,7,17,1.06,0.95,0.95,3,2,phone,completed,2/28/74,NA,7.5,30,4,5.05,26,0.2,1,reduced price meals,7,17,1.05,0.94,0.94,3,3
405,Roy Rogers,1,NJ,Northern NJ,0,3,6,17,3,4.32,26,0.12,0,57,reduced price meals,6,17,1.12,1.02,1.06,7,4,phone,completed,10/21/75,NA,1.5,15,3,5.05,26,0.15,0,reduced price meals,7,16,1.12,1.01,1.05,6,3
198,Burger King,0,NJ,Northern NJ,0,0,NA,NA,4,4.25,4,0.12,1,65,free and reduced price meals,7,16,1.06,0.95,0.95,3,3,phone,completed,1/29/76,8,10,32,4,5.05,26,0.15,0,reduced price meals,7,16,1.05,0.94,0.94,3,3
440,Wendys,0,PA,Southeastern PA,0,2,0,25,3,4.25,19,0.15,0,100,reduced price meals,10.5,11.5,0.89,0.79,2.01,2,2,phone,completed,12/25/74,NA,0,30,3,NA,NA,NA,0,reduced price meals,10.5,11.5,1,0.8,1.8,2,2
245,Roy Rogers,0,NJ,Northern NJ,0,3,15,8,3,5.5,NA,NA,0,0,free meals,8.5,13.5,1.2,1.02,1.02,4,2,phone,completed,1/29/76,3,8,12,4,5.05,26,NA,0,free meals,8.5,13,1.11,1.11,1.05,5,1
498,Wendys,1,PA,Northeastern PA,0,2,20,10,3,4.75,26,0.1,1,75,reduced price meals,10,12,0.91,0.84,0.85,2,2,phone,completed,1/29/76,2,21,5.5,3,5,26,NA,1,reduced price meals,10,12,0.98,0.84,0.9,2,2
86,Burger King,0,NJ,Central NJ,0,1,11,11,4,4.25,13,0.25,0,NA,free and reduced price meals,7,15,1.06,0.94,1.1,3,3,phone,completed,2/28/74,NA,9,12,4,5.05,4,0.13,0,free and reduced price meals,7,15,1.05,1.05,1.04,3,3
190,Roy Rogers,1,NJ,Northern NJ,0,0,5,42,4,5,26,0.12,1,NA,reduced price meals,6,16,1.02,1.07,1.06,5,NA,phone,completed,9/16/74,NA,7,30,4,5.05,26,0.18,0,reduced price meals,7,15,1.05,1.01,1.74,5,3
6,Roy Rogers,1,NJ,Central NJ,0,2,2,2,2,5,13,0.25,0,100,free meals,11,7,1.2,1.17,2.35,4,2,phone,completed,1/29/76,1,5,2,2,5.05,13,0.15,0,free meals,10,8,1.11,1.01,2.23,4,2
491,Roy Rogers,0,PA,Northeastern PA,0,0,4,25,2,4.5,13,0.37,0,100,reduced price meals,8.5,13,1.05,0.91,0.95,3,2,personal,closed (permanent),1/7/07,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Roy Rogers,1,NJ,Southern NJ,1,0,8,13,4,4.75,13,0.15,0,25,reduced price meals,6,16,1.06,1.06,1.02,6,2,phone,completed,10/21/75,1,12,5,4,5.05,13,NA,0,reduced price meals,7,15,0.96,1.01,0.94,6,3
268,Burger King,1,NJ,Southern NJ,0,1,10,18,4,5,26,0.17,1,0,reduced price meals,7,15,1.02,0.85,0.85,5,4,phone,completed,11/20/73,NA,0,42.5,2,5.05,26,0.25,1,reduced price meals,7,15,0.94,0.78,0.84,4,4
257,Burger King,0,NJ,Southern NJ,1,2,20,10,3,4.25,39,0.2,0,10,reduced price meals,7,16,1.02,0.88,0.91,2,2,personal,closed (renovations),8/21/02,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Roy Rogers,1,PA,Southeastern PA,0,0,27,12,3,5,26,0.25,0,0,reduced price meals,6,16,1.05,0.9,2.01,6,3,phone,completed,6/8/74,NA,0,30,4,4.9,13,0.25,0,reduced price meals,6,16,1.02,1.01,0.84,3,3
297,Burger King,1,NJ,Northern NJ,0,1,9,15,3,4.25,13,0.05,0,100,reduced price meals,7,16,1.06,0.91,0.98,3,3,phone,completed,1/29/76,2,15,30,4,5.05,26,0.15,0,reduced price meals,7,16,1.05,0.94,0.98,3,2
179,KFC,0,NJ,Northern NJ,0,2,2,12,3,4.25,13,0.25,1,90,free meals,10.5,10.5,0.91,0.91,2.34,3,3,phone,completed,5/8/76,3,2,10,4,5.05,26,0.2,0,free meals,10.5,11,0.94,0.84,2.49,3,3
33,Roy Rogers,0,NJ,Northern NJ,0,0,12,20,4,5,26,0.25,0,7,reduced price meals,6,17,1.02,1.07,0.95,5,4,phone,completed,12/25/74,NA,6,11,5,5.05,NA,0.2,0,reduced price meals,6,17,1.11,1.06,1.05,4,2
131,Roy Rogers,0,NJ,Central NJ,0,2,15,25,4,5.5,4,0.37,1,10,reduced price meals,6,17,1.06,1.06,1.06,5,2,personal,completed,3/9/03,2,8,22,3,5.05,NA,NA,0,reduced price meals,7,15,1.05,1.11,1.05,5,4
4,Roy Rogers,0,NJ,Central NJ,0,0,10,12,3,4.75,4,0.25,0,50,reduced price meals,9,12.5,1.06,1,2.13,8,4,phone,completed,10/16/72,NA,5,30,4,5.05,26,0.28,0,reduced price meals,8,13.5,1.22,1.37,0.89,6,4
173,Burger King,0,NJ,Northern NJ,0,3,6,40,10,4.85,26,0.15,0,50,reduced price meals,6.5,17.5,1.06,0.95,0.98,4,3,phone,completed,1/29/76,1,11,30,5,5.05,26,0.15,0,reduced price meals,6,18,1.05,0.94,1.04,4,3
192,Wendys,0,NJ,Northern NJ,0,2,20,10,4,4.87,26,0.17,1,10,reduced price meals,10,12,0.91,0.85,1.06,2,2,phone,completed,12/25/74,NA,4.5,30,3,5.25,19,0.18,0,reduced price meals,10.5,12.5,1.05,0.84,1.26,2,2
284,Roy Rogers,1,NJ,Southern NJ,0,1,5,23,4,4.5,13,0.25,1,88,reduced price meals,6,16,1.02,0.91,0.91,5,4,phone,completed,10/21/75,1,6,12,3,5.05,26,0.28,0,reduced price meals,6,16,1.01,1.01,0.94,4,3
207,KFC,1,NJ,Northern NJ,0,0,8,10,4,4.75,8,0.25,0,25,free meals,11,12,1.06,0.85,2.34,4,2,phone,completed,6/8/74,NA,8.5,6,2,5.2,52,0.5,1,free meals,11,12,1.05,0.84,2.32,5,3
202,Burger King,0,NJ,Northern NJ,0,2,30,14,4,4.25,4,0.37,1,15,reduced price meals,6,19,1.17,0.95,0.63,3,3,phone,completed,10/21/75,NA,13,11,4,5.05,4,0.08,0,free and reduced price meals,6,19,1.15,0.95,0.64,3,3
414,Burger King,0,NJ,Northern NJ,0,0,0,36,5,4.25,26,NA,0,45,free meals,7,16,1.06,0.95,1.11,4,2,phone,completed,10/21/75,NA,13,9,4,5.05,26,0.38,1,free and reduced price meals,7,16,1.15,0.95,1.13,4,3
349,Roy Rogers,1,NJ,Southern NJ,0,1,2.5,27,5,5,6,0.15,0,10,reduced price meals,6,16,1.12,0.91,0.95,3,3,phone,completed,6/8/74,NA,0,20,4,5.05,4,0.18,0,reduced price meals,7,15,1.01,1.01,0.94,3,3
186,Roy Rogers,0,NJ,Northern NJ,0,3,10,20,4,4.75,26,0.15,1,50,reduced price meals,6,16,1.12,1.02,0.95,5,3,phone,completed,5/8/76,3,12,18,4,5.05,26,NA,0,reduced price meals,6,16,1.17,1.06,0.95,5,3
191,Wendys,0,NJ,Northern NJ,0,0,30,20,4,NA,NA,NA,0,NA,reduced price meals,10.5,12,1.06,0.95,1.06,NA,1,phone,completed,1/29/76,1,0,25,4,5.05,6,0.25,1,reduced price meals,10.5,12,1.02,0.94,1.05,2,2
3,KFC,0,NJ,Central NJ,0,3,6,13,3,4.25,13,0.25,1,50,reduced price meals,11,10,1.06,0.95,3.09,5,3,phone,completed,1/29/76,2,4,7,3,5.05,26,0.25,0,free meals,11,11,1.05,0.94,2.75,5,3
181,KFC,0,NJ,Northern NJ,0,0,0,13,3,NA,NA,NA,0,100,free meals,10.5,11,0.91,0.79,2.34,3,2,phone,completed,6/8/74,NA,1,15,2,5.05,NA,0.25,0,free meals,10.5,11,0.95,0.9,2.49,3,2
253,Roy Rogers,1,NJ,Southern NJ,0,0,7,7,3,4.87,52,NA,0,NA,reduced price meals,7,13,1.23,1.06,2.3,2,2,phone,completed,6/8/74,NA,4,8,6,5.05,52,0.23,NA,reduced price meals,7,16,1.23,1.11,2.28,3,2
209,Roy Rogers,1,NJ,Northern NJ,0,0,4,36,4,4.25,26,0.12,0,75,reduced price meals,6,18,1.17,0.95,0.95,5,5,phone,completed,6/8/74,NA,6,37,4,5.05,26,0.2,0,reduced price meals,7,16,1.11,1.06,1.05,5,5
8,Wendys,0,NJ,Central NJ,0,0,NA,25,4,4.8,NA,0.15,0,NA,free meals,10.5,12,1.02,0.91,2.28,2,1,phone,completed,10/16/72,NA,15,25,3,5.05,26,0.33,0,reduced price meals,10,13,1.01,1.01,0.94,2,2
152,Burger King,0,NJ,Northern NJ,0,0,35,15,4,5.12,9,0.67,1,10,free meals,7,15,1.17,0.95,1.02,3,2,phone,completed,2/28/74,NA,12,13.5,5,5.05,13,0.28,0,reduced price meals,7,15,1.16,0.94,0.94,3,3
228,Wendys,0,NJ,Southern NJ,0,0,3,28.5,3,4.5,13,0.2,1,20,free and reduced price meals,10.5,12.5,0.95,0.86,0.95,2,2,phone,completed,12/25/74,NA,11,19,3,5.05,NA,NA,0,free meals,10.5,12.5,1,0.84,0.89,2,NA
419,KFC,1,NJ,Northern NJ,0,4,3,10,4,4.25,NA,0.5,0,15,reduced price meals,11,11,1.06,0.85,2.34,4,4,personal,completed,11/29/02,4,5,5,2,5.05,NA,NA,0,free meals,11,11,1.05,0.84,2.53,4,3
170,Burger King,1,NJ,Northern NJ,0,1,10,20,3,5,52,0.52,0,0,reduced price meals,7,16,1.1,1.02,1.08,3,2,phone,completed,2/28/74,NA,20,20,4,5.05,4,NA,0,free meals,7,16,1.29,1.11,1.18,4,4
144,Wendys,0,NJ,Central NJ,0,2,10,30,3,5.05,26,0.15,1,0,reduced price meals,10.5,12.5,0.91,0.85,1.06,2,2,phone,completed,1/29/76,1,4,37,3,5.05,26,0.35,1,reduced price meals,10.5,12.5,0.94,0.94,1.26,2,2
30,KFC,0,NJ,Northern NJ,0,4,6,4,2,5,13,0.37,0,0,free meals,11,10,1.06,1.06,2.53,2,2,phone,completed,9/16/74,NA,4,3,2,5.05,19,0.25,1,free meals,11,10,0.94,0.92,2.69,2,2
223,Roy Rogers,1,NJ,Southern NJ,0,2,3,18,3,4.75,13,0.25,0,30,reduced price meals,6,16,NA,NA,NA,3,2,personal,completed,9/25/03,2,3,20,3,5.05,28,0.25,0,reduced price meals,7,15,1.01,1.01,0.94,3,2
444,Wendys,0,PA,Southeastern PA,0,2,12,20,3,4.25,19,0.37,0,NA,reduced price meals,10.5,12.5,0.89,0.8,0.84,2,2,phone,completed,12/25/74,NA,10,35,4,4.5,4,0.3,0,reduced price meals,10.5,11.5,0.89,NA,0.79,2,2
180,KFC,0,NJ,Northern NJ,1,0,8,3,4,4.5,26,0.25,0,30,reduced price meals,11,11,1.06,1.01,2.66,4,2,phone,completed,6/8/74,NA,0,17.5,4,5.05,NA,NA,0,reduced price meals,11,12,1.05,1.05,2.85,4,4
15,Roy Rogers,0,NJ,Central NJ,0,3,3,25,4,4.6,9,0.15,1,95,reduced price meals,6,17,1.02,0.98,0.95,5,4,personal,completed,7/17/01,5,5,20,3,5.05,NA,0.25,0,reduced price meals,6,17,1.05,1.01,2,3,3
174,Burger King,0,NJ,Northern NJ,1,2,11,20,4,4.75,26,0.15,0,50,reduced price meals,7,16,1.18,0.88,0.98,4,3,phone,completed,2/28/74,NA,20,20,3,5.05,4,0.2,0,reduced price meals,7,16,1.05,0.9,0.98,3,3
415,Burger King,0,NJ,Northern NJ,0,0,8,32,5,4.25,9,NA,1,65,reduced price meals,7,16,1.06,0.91,0.98,5,3,phone,completed,5/4/73,NA,0,38,4,5.05,52,NA,0,reduced price meals,7,16,1.05,0.9,1.04,4,2
470,Burger King,0,PA,Northeastern PA,0,0,10.5,30,3,5.5,NA,0.3,0,0,reduced price meals,6,18,0.97,0.84,0.94,3,3,phone,completed,1/29/76,2,18,10,3,4.75,13,0.15,1,reduced price meals,6,18,1.03,0.84,0.94,3,2
45,Burger King,0,PA,Southeastern PA,0,0,0,24,6,4.25,2,0.25,0,25,reduced price meals,7,16,0.98,0.83,0.86,3,3,phone,completed,2/28/74,NA,11,12,2,4.25,26,0.15,0,free and reduced price meals,6.5,17.5,0.98,0.75,0.86,3,3
335,Burger King,1,NJ,Southern NJ,0,0,9,10,3,NA,13,0.17,0,100,free meals,6,17,1.06,0.92,0.92,5,2,phone,completed,5/8/76,3,7,13,3,5.05,26,0.13,0,free meals,6,17,1.05,0.94,0.94,5,2
318,KFC,0,NJ,Southern NJ,1,3,5,7,3,4.75,13,0.25,1,36,reduced price meals,11,12,1.23,0.98,2.61,3,3,phone,completed,9/16/74,NA,7,6,4,5.05,13,0.5,1,free meals,10.5,11.5,1.11,0.95,2.59,3,3
356,Wendys,0,NJ,Southern NJ,0,3,11.5,10,4,5.05,13,NA,1,0,free meals,10.5,11.5,0.95,0.8,1.06,2,2,phone,completed,4/4/75,NA,0,28,4,5.05,17,0.15,1,free meals,10.5,11.5,1,0.85,1.05,2,2
236,Burger King,0,NJ,Northern NJ,0,3,0,34,4,NA,17,NA,0,95,free meals,7,17,1.18,1.02,1.06,4,3,phone,completed,1/29/76,2,23,22,4,5.05,8,0.28,1,free meals,7,18,1.1,1.01,0.99,4,3
410,Burger King,0,NJ,Northern NJ,0,0,0,35,3,4.25,26,0.1,0,NA,free and reduced price meals,7,16,1.04,1.12,1.02,4,3,phone,completed,10/21/75,NA,0,35,3,5.05,26,0.1,1,reduced price meals,7,16,1.19,0.98,1.01,4,3
240,Roy Rogers,1,NJ,Northern NJ,0,0,15,35,3,5.1,26,0.25,0,20,reduced price meals,6,17,1.18,1.02,1.06,6,4,phone,completed,10/21/75,1,15,15,3,5.05,26,0.15,0,reduced price meals,6,17,1.1,1,1.05,6,4
509,Roy Rogers,1,PA,Northeastern PA,0,2,3,16,3,5,13,0.25,0,30,reduced price meals,6,16,1.05,0.95,1.16,6,3,phone,completed,6/8/74,NA,5.5,10,3,4.25,26,0.2,0,reduced price meals,6.5,15.5,1,1.01,0.94,3,2
376,Burger King,0,NJ,Northern NJ,0,3,4,10,4,4.5,13,0.1,0,NA,reduced price meals,8,14,0.95,0.95,0.96,8,4,phone,completed,1/29/76,2,0,17,3,5.05,15,0.2,1,reduced price meals,8,14,1.26,1.01,1,3,3
211,Burger King,0,NJ,Southern NJ,0,2,3,28,4,4.5,13,NA,0,80,reduced price meals,7,15,1.02,0.95,0.95,3,3,phone,completed,10/21/75,NA,2,35,4,5.05,4,NA,0,reduced price meals,7,15,NA,0.9,NA,3,2
80,Wendys,0,NJ,Northern NJ,0,1,4.5,20,NA,4.25,26,0.25,0,90,reduced price meals,10.5,11.5,1.06,0.98,1.06,2,2,phone,completed,4/4/75,2,11,14,3,5.05,13,0.1,0,reduced price meals,10.5,12.5,1.12,0.98,0.99,2,1
85,Burger King,0,NJ,Central NJ,1,3,7,20,3,5.5,26,0.52,0,1,free meals,9,12.5,1.12,1.02,1.02,5,4,phone,completed,10/21/75,NA,0,35,3,5.05,26,0.18,0,free meals,9,12.5,1.11,1.01,1.05,5,1
59,Wendys,0,PA,Southeastern PA,0,3,0,15,3,4.25,26,0.1,0,90,free meals,7.5,10.5,0.91,0.89,0.81,2,2,phone,completed,4/4/75,1,0,16,4,4.25,26,0.1,0,free meals,7.5,10.5,1.01,0.84,0.86,2,2
114,Burger King,0,NJ,Central NJ,0,2,0,35,5,4.75,26,0.57,1,50,reduced price meals,7,16,1.07,0.95,0.95,3,NA,phone,completed,1/29/76,1,20,40,4,5.25,26,0.25,0,reduced price meals,6.5,16.5,1.11,0.94,0.94,3,3
67,Burger King,0,NJ,Northern NJ,0,0,5,15,6,4.5,13,0.25,0,55,free meals,8,13.5,1.17,1.06,1.17,3,2,phone,completed,2/28/74,NA,4,17.5,5,5.05,NA,NA,0,free meals,8,13.5,1.32,1.05,1.22,3,3
10,Burger King,0,NJ,Central NJ,0,0,15,20,4,4.25,39,0.17,0,80,reduced price meals,7,16,1.04,0.85,0.85,3,3,phone,completed,10/16/72,NA,15,15,4,5.05,4,0.28,0,reduced price meals,7,16,0.94,0.87,0.94,3,2
454,KFC,1,PA,Northeastern PA,0,0,1,9,3,4.5,4,0.15,0,NA,reduced price meals,11,10,0.94,0.73,2.53,4,3,phone,completed,9/16/74,NA,0,18,5,5,13,0.25,0,free meals,11,11,0.94,0.73,2.64,4,3
28,KFC,0,NJ,Northern NJ,0,6,0,14,1,4.5,NA,0.25,0,10,reduced price meals,11,10,1.06,1.17,2.56,2,1,phone,completed,5/8/76,3,6,2,3,NA,NA,NA,0,free meals,11,10,NA,1.05,2.64,3,2
290,Wendys,0,NJ,Southern NJ,0,1,8,12,3,4.75,26,0.1,0,35,free and reduced price meals,10.5,12.5,0.95,0.89,0.95,2,2,phone,completed,12/25/74,1,0,23,2,5.05,NA,NA,0,free meals,10.5,11.5,1,0.85,0.94,2,2
214,Burger King,0,NJ,Southern NJ,0,0,2,30,3,4.62,6.5,0.25,0,75,reduced price meals,7,16,1.02,0.89,0.91,2,2,phone,completed,5/8/76,1,0,35,5,5.05,NA,NA,0,reduced price meals,6.75,16.25,1.04,0.93,0.96,3,2
75,KFC,0,NJ,Northern NJ,0,0,3,15,3,4.25,4,0.25,0,0,reduced price meals,11,11,1.17,1.27,2.77,3,3,phone,completed,9/16/74,NA,4,11,3,5.05,6,0.25,1,reduced price meals,11,11,1.16,1.16,2.75,3,3
272,KFC,1,NJ,Southern NJ,0,4,4,11,3,5.05,4,0.2,0,0,free meals,11,11,0.95,0.74,2.34,4,2,phone,completed,4/4/75,1,2,14,3,5.25,26,0.2,0,reduced price meals,11,12,0.94,0.73,2.32,4,3
143,Wendys,0,NJ,Central NJ,0,3,0,30,3,5.37,26,0.25,1,15,reduced price meals,10.5,11.5,0.95,0.95,1.06,2,2,personal,closed (highway constr.),3/9/03,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,KFC,0,NJ,Northern NJ,0,1,15,4,3,4.25,13,0.25,0,35,free meals,10.5,13.5,1.05,0.95,2.74,5,3,phone,completed,9/16/74,NA,0,19,2,5.05,26,0.28,0,free meals,10.5,12.5,1.05,0.84,2.32,5,3
400,Roy Rogers,1,NJ,Northern NJ,0,0,16,15,3,4.5,39,0.5,0,50,free and reduced price meals,6,17,1.2,1.06,1.06,5,5,phone,completed,6/8/74,NA,8,24,3,5.05,41,0.15,0,reduced price meals,7,16,1.17,1.01,1.05,5,3
258,Burger King,0,NJ,Southern NJ,0,0,4,22,3,4.25,8,0.15,0,38,reduced price meals,7,16,1.06,0.92,0.9,3,3,phone,completed,11/20/73,NA,20,18,3,5.05,13,NA,0,reduced price meals,6,18,1.08,0.94,0.84,3,3
466,Wendys,0,PA,Northeastern PA,0,2,8,17.5,4,4.75,17,0.3,1,65,free and reduced price meals,10.5,11.5,0.94,0.8,0.94,2,2,phone,completed,5/8/76,5,14,12,3,NA,52,NA,0,free meals,10.5,11.5,0.94,NA,NA,2,2
343,KFC,1,NJ,Southern NJ,0,0,10,6,2,4.75,26,0.25,0,43,reduced price meals,11,10.5,0.95,0.74,2.34,4,3,phone,completed,5/8/76,4,4,11,2,5.05,6,0.15,0,reduced price meals,11,12,0.95,0.85,2.32,4,3
249,Burger King,0,NJ,Southern NJ,1,1,6,6,4,4.37,4,0.25,0,63,free meals,7,15,1.13,1.06,0.95,3,2,phone,completed,11/20/73,NA,10,12,3,5.05,4,0.1,0,free meals,7,15,1.01,1.01,0.94,3,2
326,Roy Rogers,1,NJ,Southern NJ,1,3,18,45,5,5.15,11,0.15,0,7,reduced price meals,0,24,1.26,0.99,NA,4,3,phone,completed,5/8/76,1,0,45,4,5.05,NA,NA,0,reduced price meals,0,24,1.22,NA,1.05,4,2
398,Roy Rogers,1,NJ,Northern NJ,0,1,14,13,4,4.75,13,0.15,0,25,reduced price meals,6,17,1.12,1.06,1.06,5,4,personal,completed,7/17/01,2,25,15,3,5.05,28,NA,0,reduced price meals,6,17,1.11,1.06,1.05,5,3
474,Burger King,0,PA,Northeastern PA,0,2,6,9,3,5,26,0.37,0,0,reduced price meals,9,12.5,1.13,0.98,1.01,3,1,personal,completed,10/29/04,1,5,20,3,4.5,NA,0,0,reduced price meals,8.5,13,1.09,0.94,0.94,3,2
248,Wendys,0,NJ,Northern NJ,0,2,8,16,6,4.75,13,0.37,0,NA,reduced price meals,10,16,1.17,0.95,0.85,2,2,phone,completed,12/25/74,NA,10,14,6,5.05,26,0.25,0,reduced price meals,10,16,1.37,0.95,2.03,2,1
413,Burger King,0,NJ,Northern NJ,0,0,0,36,5,4.25,9,0.5,0,100,free meals,6,17,1.12,1.02,1.06,4,3,phone,completed,5/4/73,NA,0,20,3,5.05,26,0.13,1,free meals,7,17,1.11,1.01,1.05,4,2
