instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5209,2011-08-09,3,0,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155
5210,2011-08-09,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75
5211,2011-08-10,3,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17
5213,2011-08-10,3,0,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11
5214,2011-08-10,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4
5215,2011-08-10,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5
5216,2011-08-10,3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32
5217,2011-08-10,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119
5218,2011-08-10,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305
5219,2011-08-10,3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399
5220,2011-08-10,3,0,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180
5221,2011-08-10,3,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113
5222,2011-08-10,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240
5224,2011-08-10,3,0,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191
5225,2011-08-10,3,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178
5226,2011-08-10,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194
5227,2011-08-10,3,0,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282
5228,2011-08-10,3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584
5229,2011-08-10,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559
5230,2011-08-10,3,0,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312
5232,2011-08-10,3,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209
5233,2011-08-10,3,0,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,122,139
5234,2011-08-10,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108
5235,2011-08-11,3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46
5236,2011-08-11,3,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26
5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11
5238,2011-08-11,3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9
5239,2011-08-11,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5
5240,2011-08-11,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25
5241,2011-08-11,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106
5242,2011-08-11,3,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307
5243,2011-08-11,3,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390
5244,2011-08-11,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197
5245,2011-08-11,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132
5246,2011-08-11,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187
5247,2011-08-11,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214
5248,2011-08-11,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217
5249,2011-08-11,3,0,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142
5250,2011-08-11,3,0,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298
5252,2011-08-11,3,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582
5253,2011-08-11,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571
5254,2011-08-11,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371
5255,2011-08-11,3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288
5256,2011-08-11,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206
5257,2011-08-11,3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157
5258,2011-08-11,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127
5259,2011-08-12,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65
5260,2011-08-12,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23
5261,2011-08-12,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15
5262,2011-08-12,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9
5263,2011-08-12,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5
5264,2011-08-12,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26
5265,2011-08-12,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76
5266,2011-08-12,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264
5267,2011-08-12,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426
5268,2011-08-12,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205
5269,2011-08-12,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130
5270,2011-08-12,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156
5271,2011-08-12,3,0,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222
5272,2011-08-12,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253
5273,2011-08-12,3,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186
5274,2011-08-12,3,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249
5275,2011-08-12,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334
5276,2011-08-12,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516
5277,2011-08-12,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465
5278,2011-08-12,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385
5279,2011-08-12,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287
5280,2011-08-12,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226
5281,2011-08-12,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231
5282,2011-08-12,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151
5283,2011-08-13,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84
5284,2011-08-13,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77
5285,2011-08-13,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74
5286,2011-08-13,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27
5287,2011-08-13,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10
5288,2011-08-13,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18
5289,2011-08-13,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22
5290,2011-08-13,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44
5291,2011-08-13,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118
5292,2011-08-13,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208
5293,2011-08-13,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260
5294,2011-08-13,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314
5295,2011-08-13,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421
5296,2011-08-13,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153
5297,2011-08-13,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259
5298,2011-08-13,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358
5299,2011-08-13,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281
5300,2011-08-13,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269
5301,2011-08-13,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292
5302,2011-08-13,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237
5303,2011-08-13,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183
5304,2011-08-13,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167
5305,2011-08-13,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154
5306,2011-08-13,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120
5307,2011-08-14,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90
5308,2011-08-14,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73
5309,2011-08-14,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62
5310,2011-08-14,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27
5311,2011-08-14,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3
5312,2011-08-14,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10
5313,2011-08-14,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6
5314,2011-08-14,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24
5315,2011-08-14,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41
5316,2011-08-14,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103
5317,2011-08-14,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183
5318,2011-08-14,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198
5319,2011-08-14,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281
5320,2011-08-14,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377
5321,2011-08-14,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370
5322,2011-08-14,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331
5323,2011-08-14,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292
5324,2011-08-14,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259
5327,2011-08-14,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193
5328,2011-08-14,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155
5329,2011-08-14,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39
5330,2011-08-14,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27
5331,2011-08-15,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25
5332,2011-08-15,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10
5333,2011-08-15,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3
5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7
5335,2011-08-15,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5
5336,2011-08-15,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17
5337,2011-08-15,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90
5338,2011-08-15,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258
5339,2011-08-15,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355
5340,2011-08-15,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222
5341,2011-08-15,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141
5342,2011-08-15,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153
5343,2011-08-15,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178
5344,2011-08-15,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193
5345,2011-08-15,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151
5346,2011-08-15,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182
5347,2011-08-15,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283
5348,2011-08-15,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530
5349,2011-08-15,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483
5350,2011-08-15,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397
5351,2011-08-15,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285
5352,2011-08-15,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184
5353,2011-08-15,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98
5354,2011-08-15,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88
5355,2011-08-16,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31
5356,2011-08-16,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16
5357,2011-08-16,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4
5358,2011-08-16,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6
5359,2011-08-16,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5
5360,2011-08-16,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30
5361,2011-08-16,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119
5362,2011-08-16,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346
5363,2011-08-16,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441
5364,2011-08-16,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198
5365,2011-08-16,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111
5366,2011-08-16,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150
5367,2011-08-16,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162
5368,2011-08-16,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192
5369,2011-08-16,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182
5370,2011-08-16,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159
5371,2011-08-16,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303
5372,2011-08-16,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600
5373,2011-08-16,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570
5374,2011-08-16,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376
5375,2011-08-16,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280
5376,2011-08-16,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215
5377,2011-08-16,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152
5378,2011-08-16,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77
5379,2011-08-17,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24
5380,2011-08-17,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14
5381,2011-08-17,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6
5382,2011-08-17,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,4,5
5383,2011-08-17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5,5
5384,2011-08-17,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28,28
5385,2011-08-17,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105
5386,2011-08-17,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308
5387,2011-08-17,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487
5388,2011-08-17,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209
5389,2011-08-17,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118
5390,2011-08-17,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128
5391,2011-08-17,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189
5392,2011-08-17,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176
5393,2011-08-17,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192
5394,2011-08-17,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159
5395,2011-08-17,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300
5396,2011-08-17,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552
5397,2011-08-17,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556
5398,2011-08-17,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347
5399,2011-08-17,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280
5400,2011-08-17,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230
5401,2011-08-17,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171
5402,2011-08-17,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105
5403,2011-08-18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56
5404,2011-08-18,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24
5405,2011-08-18,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6
5406,2011-08-18,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6
5407,2011-08-18,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9
5408,2011-08-18,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27
5409,2011-08-18,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103
5410,2011-08-18,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308
5411,2011-08-18,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420
5412,2011-08-18,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228
5413,2011-08-18,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2537,37,92,129
5414,2011-08-18,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141
5415,2011-08-18,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173
5416,2011-08-18,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187
5417,2011-08-18,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182
5418,2011-08-18,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174
5419,2011-08-18,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245
5420,2011-08-18,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409
5421,2011-08-18,3,0,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,48,226,274
5422,2011-08-18,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141
5423,2011-08-18,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165
5424,2011-08-18,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0.0,12,137,149
5425,2011-08-18,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135
5426,2011-08-18,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114
5427,2011-08-19,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.194,9,53,62
5428,2011-08-19,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.0,1,19,20
5429,2011-08-19,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.0,0,8,8
5430,2011-08-19,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2,1,3
5431,2011-08-19,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8
5432,2011-08-19,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,1,16,17
5433,2011-08-19,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.0,2,91,93
5434,2011-08-19,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263
5435,2011-08-19,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.0,30,368,398
5436,2011-08-19,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218
5437,2011-08-19,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165
5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165
5439,2011-08-19,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222
5440,2011-08-19,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232
5441,2011-08-19,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220
5442,2011-08-19,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222
5443,2011-08-19,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.0,66,261,327
5444,2011-08-19,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527
5445,2011-08-19,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425
5446,2011-08-19,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165
5447,2011-08-19,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58
5448,2011-08-19,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107
5449,2011-08-19,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122
5450,2011-08-19,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106
5451,2011-08-20,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,107,128
5452,2011-08-20,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0.0,12,35,47
5453,2011-08-20,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0.0,10,59,69
5454,2011-08-20,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.0,9,42,51
5455,2011-08-20,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0.0,1,6,7
5456,2011-08-20,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.0,0,8,8
5457,2011-08-20,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24
5458,2011-08-20,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0.0,8,36,44
5459,2011-08-20,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0,27,106,133
5460,2011-08-20,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.0,51,139,190
5461,2011-08-20,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306
5462,2011-08-20,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.0,115,223,338
5463,2011-08-20,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409
5464,2011-08-20,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378
5465,2011-08-20,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375
5466,2011-08-20,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390
5467,2011-08-20,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373
5468,2011-08-20,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383
5469,2011-08-20,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394
5470,2011-08-20,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291
5471,2011-08-20,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248
5472,2011-08-20,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225
5473,2011-08-20,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223
5474,2011-08-20,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157
5475,2011-08-21,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74
5476,2011-08-21,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86
5477,2011-08-21,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64
5478,2011-08-21,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51
5479,2011-08-21,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6
5480,2011-08-21,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8
5481,2011-08-21,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14
5482,2011-08-21,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31
5483,2011-08-21,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92
5484,2011-08-21,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231
5485,2011-08-21,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274
5486,2011-08-21,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313
5487,2011-08-21,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374
5488,2011-08-21,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310
